urlsave,probcharg,kilowatt,connector,usernames,usercars,dates,comments
https://www.plugshare.com/location/100,Could Not Activate, Kilowatts,J-1772,Wagner,Ford Mustang Mach-E 2024,"Jul 11, 2024","Jul 11, 2024check_circlecancelaccess_timeinfoWagner solarpowerFord Mustang Mach-E 2024Could Not Activate J-1772  Volts  Amps  Kilowatts Tried them and they did t work.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,Could Not Activate, Kilowatts,"",Veronica Arteaga,Chevrolet Blazer EV 2024,"Jun 17, 2024","Jun 17, 2024check_circlecancelaccess_timeinfoVeronica Arteaga solarpowerChevrolet Blazer EV 2024Could Not Activate   Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,J-1772,jocelyn pena,Fiat 500e 2013,"May 28, 2024","May 28, 2024check_circlecancelaccess_timeinfojocelyn pena solarpowerFiat 500e 2013 J-1772  Volts  Amps  Kilowatts last time i came none of the chargers were working. luckily i was able to charge today with no issues (:(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,"",TeslaModel3,Tesla Model 3,"May 4, 2024","May 4, 2024check_circlecancelaccess_timeinfoTeslaModel3 solarpowerTesla Model 3   Volts  Amps  Kilowatts It’s been a while I haven’t charged here. Now there’s a new security that kicks you out past 10pm. By the way these chargers are on a 12 hour cycle. They’re active at 12:30pm and deactivate at 12:30am.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"",6 Kilowatts,"",Y to the E,Chevrolet Bolt EUV 2023,"Jan 6, 2024","Jan 6, 2024check_circlecancelaccess_timeinfoY to the E solarpowerChevrolet Bolt EUV 2023   Volts  Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"",6 Kilowatts,"",Y to the E,Chevrolet Bolt EUV 2023,"Jan 4, 2024","Jan 4, 2024check_circlecancelaccess_timeinfoY to the E solarpowerChevrolet Bolt EUV 2023   Volts  Amps 6 Kilowatts All four working today.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,"",Y to the E,Chevrolet Bolt EUV 2023,"Jan 2, 2024","Jan 2, 2024check_circlecancelaccess_timeinfoY to the E solarpowerChevrolet Bolt EUV 2023   Volts  Amps  Kilowatts None of the 4 chargers worked this morning. Not sure why. A friend had reported the same issue.  IDK(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"",6 Kilowatts,J-1772,Y to the E,Chevrolet Bolt EUV 2023,"Dec 26, 2023","Dec 26, 2023check_circlecancelaccess_timeinfoY to the E solarpowerChevrolet Bolt EUV 2023 J-1772  Volts  Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,Could Not Activate, Kilowatts,"",david,Zero SR/S,"Dec 19, 2023","Dec 19, 2023check_circlecancelaccess_timeinfodavid solarpowerZero SR/SCould Not Activate   Volts  Amps  Kilowatts all of these seem to be broken/offline. 8:45am on tuesday.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,J-1772,Y to the E,Chevrolet Bolt EUV 2023,"Dec 7, 2023","Dec 7, 2023check_circlecancelaccess_timeinfoY to the E solarpowerChevrolet Bolt EUV 2023 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,"",James,Chevrolet Bolt EV 2023,"Dec 7, 2023","Dec 7, 2023check_circlecancelaccess_timeinfoJames solarpowerChevrolet Bolt EV 2023   Volts  Amps  Kilowatts I have to get paid for waiting(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,"",James,Chevrolet Bolt EV 2023,"Dec 7, 2023","Dec 7, 2023check_circlecancelaccess_timeinfoJames solarpowerChevrolet Bolt EV 2023   Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,"",James,Chevrolet Bolt EV 2023,"Dec 7, 2023","Dec 7, 2023check_circlecancelaccess_timeinfoJames solarpowerChevrolet Bolt EV 2023   Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"",0 Kilowatts,J-1772,Anthony David,Tesla Model 3,"Nov 13, 2023","Nov 13, 2023check_circlecancelaccess_timeinfoAnthony David solarpowerTesla Model 3 J-1772  Volts  Amps 0 Kilowatts Non work no power(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,Could Not Activate, Kilowatts,J-1772,Jocelyn Diaz-Balderas,Nissan LEAF 2020,"Nov 12, 2023","Nov 12, 2023check_circlecancelaccess_timeinfoJocelyn Diaz-Balderas solarpowerNissan LEAF 2020Could Not Activate J-1772  Volts  Amps  Kilowatts Tried 3 of 4 ; none of them worked.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,"",TeslaModel3,Tesla Model 3,"Oct 26, 2023","Oct 26, 2023check_circlecancelaccess_timeinfoTeslaModel3 solarpowerTesla Model 3   Volts  Amps  Kilowatts When I started charging here 3 chargers would work, then only 2 now only one and it’s always busy. At this point I rather just pay for electricity. Stop looking for free chargers they all suck.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,Could Not Activate, Kilowatts,J-1772,Jas,Jeep Wrangler 4xe Plug-In Hybrid 2021,"Sep 28, 2023","Sep 28, 2023check_circlecancelaccess_timeinfoJas solarpowerJeep Wrangler 4xe Plug-In Hybrid 2021Could Not Activate J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,"",Scott,Tesla Model Y,"Sep 19, 2023","Sep 19, 2023check_circlecancelaccess_timeinfoScott solarpowerTesla Model Y   Volts  Amps  Kilowatts Broken charger.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,"",TeslaModel3,Tesla Model 3,"Aug 27, 2023","Aug 27, 2023check_circlecancelaccess_timeinfoTeslaModel3 solarpowerTesla Model 3   Volts  Amps  Kilowatts I left my car parked here from 5am-11am from 30% to 80%  charged. No notifications on sentry mode just a security guard that would pass by once in a while to check the chargers. Great place might consider leaving overnight.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"",0 Kilowatts,"",Burgundy Degeneffe,Fiat 500e 2013,"Aug 23, 2023","Aug 23, 2023check_circlecancelaccess_timeinfoBurgundy Degeneffe solarpowerFiat 500e 2013   Volts  Amps 0 Kilowatts 2 out of 4 work once In a while they turn off everything for a day but then next day back on(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,Could Not Activate, Kilowatts,"",Stephanie,Chevrolet Volt Gen2,"Aug 15, 2023","Aug 15, 2023check_circlecancelaccess_timeinfoStephanie solarpowerChevrolet Volt Gen2Could Not Activate   Volts  Amps  Kilowatts 2/4 stations are not working. (Closest to office max & the one right across from it)(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,Could Not Activate,0 Kilowatts,J-1772,Cesar Lopez,Tesla Model 3,"Jul 21, 2023","Jul 21, 2023check_circlecancelaccess_timeinfoCesar Lopez solarpowerTesla Model 3Could Not Activate J-1772  Volts  Amps 0 Kilowatts No power on 2 stations.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,Could Not Activate, Kilowatts,J-1772,Hank,Ioniq Plug-In Hybrid,"May 28, 2023","May 28, 2023check_circlecancelaccess_timeinfoHank solarpowerIoniq Plug-In HybridCould Not Activate J-1772  Volts  Amps  Kilowatts All 4 still dead(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,"",Hank,Ioniq Plug-In Hybrid,"Apr 9, 2023","Apr 9, 2023check_circlecancelaccess_timeinfoHank solarpowerIoniq Plug-In Hybrid   Volts  Amps  Kilowatts All 4 appear to be dead today 😢(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,"",Hank,Ioniq Plug-In Hybrid,"Mar 31, 2023","Mar 31, 2023check_circlecancelaccess_timeinfoHank solarpowerIoniq Plug-In Hybrid   Volts  Amps  Kilowatts 2 working ones were in use.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,Could Not Activate, Kilowatts,J-1772,faronion,Tesla Model 3,"Mar 11, 2023","Mar 11, 2023check_circlecancelaccess_timeinfofaronion solarpowerTesla Model 3Could Not Activate J-1772  Volts  Amps  Kilowatts the remaining 2 that usually work werent powered. are they switching them off at certain hrs? (visited ~8pm)(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,Broken Hardware, Kilowatts,J-1772,Hank,Ioniq Plug-In Hybrid,"Dec 31, 2022","Dec 31, 2022check_circlecancelaccess_timeinfoHank solarpowerIoniq Plug-In HybridBroken Hardware J-1772  Volts  Amps  Kilowatts 2 Chargers broken. The one in the office max lot and the one in the main lot closest to the office max one & taco bell broken.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,"",priusPrime,Toyota Prius Prime 2021,"Dec 24, 2022","Dec 24, 2022check_circlecancelaccess_timeinfopriusPrime solarpowerToyota Prius Prime 2021   Volts  Amps  Kilowatts 2 of 4 working(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,Could Not Activate,0 Kilowatts,J-1772,faronion,Tesla Model 3,"Dec 18, 2022","Dec 18, 2022check_circlecancelaccess_timeinfofaronion solarpowerTesla Model 3Could Not Activate J-1772  Volts  Amps 0 Kilowatts Two of the ones closer to taco bell do not work(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,J-1772,Frayam,Jeep Wrangler 4xe Plug-In Hybrid 2022,"Nov 24, 2022","Nov 24, 2022check_circlecancelaccess_timeinfoFrayam solarpowerJeep Wrangler 4xe Plug-In Hybrid 2022 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,"",priusPrime,Toyota Prius Prime 2021,"Nov 20, 2022","Nov 20, 2022check_circlecancelaccess_timeinfopriusPrime solarpowerToyota Prius Prime 2021   Volts  Amps  Kilowatts 3 of 4 stations are no longer working. One of the broken stations have a wall plug that always have a security cart plugged in when I’m there(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,Broken Hardware,0 Kilowatts,"",Nebula,Honda Clarity Plug-In Hybrid 2017,"Oct 30, 2022","Oct 30, 2022check_circlecancelaccess_timeinfoNebula solarpowerHonda Clarity Plug-In Hybrid 2017Broken Hardware   Volts  Amps 0 Kilowatts 2 chargers not working(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,Broken Hardware, Kilowatts,J-1772,Thomas,Tesla Model Y,"Sep 17, 2022","Sep 17, 2022check_circlecancelaccess_timeinfoThomas solarpowerTesla Model YBroken Hardware J-1772  Volts  Amps  Kilowatts Charger not powered(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"", Kilowatts,J-1772,Javier,Chevrolet Bolt EV 2017,"Sep 9, 2022","Sep 9, 2022check_circlecancelaccess_timeinfoJavier solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps  Kilowatts Two chargers aren’t working.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"",6 Kilowatts,J-1772,Daniel Sung,Tesla Model Y,"Jul 11, 2022","Jul 11, 2022check_circlecancelaccess_timeinfoDaniel Sung solarpowerTesla Model Y J-1772  Volts  Amps 6 Kilowatts 6kw 30A(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"",6 Kilowatts,J-1772,Scott,Tesla Model Y,"Jul 5, 2022","Jul 5, 2022check_circlecancelaccess_timeinfoScott solarpowerTesla Model Y J-1772  Volts  Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"",0 Kilowatts,J-1772,charlin,Chevrolet Bolt EV 2020,"Jun 28, 2022","Jun 28, 2022check_circlecancelaccess_timeinfocharlin solarpowerChevrolet Bolt EV 2020 J-1772  Volts  Amps 0 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"",0 Kilowatts,"",William Pitts,Hyundai Kona Electric 2021,"Jun 12, 2022","Jun 12, 2022check_circlecancelaccess_timeinfoWilliam Pitts solarpowerHyundai Kona Electric 2021   Volts  Amps 0 Kilowatts Level two unit(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,"",5 Kilowatts,J-1772,Ambudriver03,Tesla Model 3,"Jun 4, 2022","Jun 4, 2022check_circlecancelaccess_timeinfoAmbudriver03 solarpowerTesla Model 3 J-1772  Volts  Amps 5 Kilowatts Went to home depot and picked up some supplies. 

190v 30a; Bad voltage sag today. But free is free. Added 2kw in about 20 mins.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/100,Could Not Activate,0 Kilowatts,J-1772,Ambudriver03,Tesla Model 3,"May 26, 2022","May 26, 2022check_circlecancelaccess_timeinfoAmbudriver03 solarpowerTesla Model 3Could Not Activate J-1772  Volts  Amps 0 Kilowatts Charger #4 in front of office max, defective. No power.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
