urlsave,probcharg,kilowatt,connector,usernames,usercars,dates,comments
https://www.plugshare.com/location/114,"",6 Kilowatts,J-1772,CHARLESP2009,Tesla Model 3,"May 17, 2023","May 17, 2023check_circlecancelaccess_timeinfoCHARLESP2009 solarpowerTesla Model 3 J-1772  Volts  Amps 6 Kilowatts Screen was stuck on “initializing” but flipping the breaker next to charger solved the issue.May 29, 2023Operator ResponseThank you for sharing this feedback. We are happy to see you had a great charging experience. We look forward to you using more of our chargers in the future. Download our Blink Mobile app to stay updated with all of our favorite charging locations. https://onelink.to/5kcvhw 

Charge on!
RR(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"",0 Kilowatts,J-1772,CG,Nissan LEAF 2010,"Apr 23, 2023","Apr 23, 2023check_circlecancelaccess_timeinfoCG solarpowerNissan LEAF 2010 J-1772  Volts  Amps 0 Kilowatts Screen still not functioning but charging via app worked fine.Apr 25, 2023Operator ResponseThank you for sharing this feedback. We are happy to see you had a great charging experience. We look forward to you using more of our chargers in the future. Download our Blink Mobile app to stay updated with all of our favorite charging locations. https://onelink.to/5kcvhw 

Charge on!
RR(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"",6 Kilowatts,J-1772,CHARLESP2009,Tesla Model 3,"Apr 21, 2023","Apr 21, 2023check_circlecancelaccess_timeinfoCHARLESP2009 solarpowerTesla Model 3 J-1772  Volts  Amps 6 Kilowatts The screen is non-functional today. But I was still able to charge with RFID cardApr 25, 2023Operator ResponseThank you for sharing this feedback. We are happy to see you had a great charging experience. We look forward to you using more of our chargers in the future. Download our Blink Mobile app to stay updated with all of our favorite charging locations. https://onelink.to/5kcvhw 

Charge on!
YE(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"",6 Kilowatts,J-1772,CHARLESP2009,Tesla Model 3,"Mar 5, 2023","Mar 5, 2023check_circlecancelaccess_timeinfoCHARLESP2009 solarpowerTesla Model 3 J-1772  Volts  Amps 6 Kilowatts Definitely use the RFID card if you have one.Mar 6, 2023Operator ResponseThank you for sharing this feedback. We are happy to see you had a great charging experience. We look forward to you using more of our chargers in the future. Download our Blink Mobile app to stay updated with all of our favorite charging locations. https://onelink.to/5kcvhw 

Charge on!
RR(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"",5 Kilowatts,J-1772,MK,Toyota Prius Prime 2020,"Mar 3, 2023","Mar 3, 2023check_circlecancelaccess_timeinfoMK solarpowerToyota Prius Prime 2020 J-1772  Volts  Amps 5 Kilowatts This was not a great charging experience. Inconvenient. Touch Screen does not work. Must call Blink to start chargingMar 3, 2023Operator ResponseThank you for sharing this feedback. We are happy to see you had a great charging experience. We look forward to you using more of our chargers in the future. Download our Blink Mobile app to stay updated with all of our favorite charging locations. https://onelink.to/5kcvhw 

Charge on!
RR(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,Justin Bernard,Ford Mustang Mach-E 2022,"Jan 14, 2023","Jan 14, 2023check_circlecancelaccess_timeinfoJustin Bernard solarpowerFord Mustang Mach-E 2022 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"",7 Kilowatts,J-1772,TyrusRex,Rivian R1T 2022,"Jan 1, 2023","Jan 1, 2023check_circlecancelaccess_timeinfoTyrusRex solarpowerRivian R1T 2022 J-1772  Volts  Amps 7 Kilowatts Worked fine with RFID card but very slow.Jan 1, 2023Operator ResponseThank you for sharing this feedback. We are happy to see you had a great charging experience. We look forward to you using more of our chargers in the future. Download our Blink Mobile app to stay updated with all of our favorite charging locations. https://onelink.to/5kcvhw 

Charge on!
RR(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,Edith Nez,Tesla Model 3,"Nov 2, 2022","Nov 2, 2022check_circlecancelaccess_timeinfoEdith Nez solarpowerTesla Model 3 J-1772  Volts  Amps  Kilowatts Nov 2, 2022Operator ResponseThank you for sharing this feedback. We are happy to see you had a great charging experience. We look forward to you using more of our chargers in the future. Download our Blink Mobile app to stay updated with all of our favorite charging locations. https://onelink.to/5kcvhw 

Charge on!
RR(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"",7 Kilowatts,J-1772,William Loehr,Chevrolet Bolt EV 2017,"Aug 4, 2022","Aug 4, 2022check_circlecancelaccess_timeinfoWilliam Loehr solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps 7 Kilowatts Started with app. Charged while eating.Aug 30, 2022Operator ResponseThank you for sharing this feedback. We are happy to see you had a great charging experience. We look forward to you using more of our chargers in the future. Download our Blink Mobile app to stay updated with all of our favorite charging locations. https://onelink.to/5kcvhw  

 

Charge on! (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,shuttlepod 3,Chevrolet Bolt EV 2022,"Jun 19, 2022","Jun 19, 2022check_circlecancelaccess_timeinfoshuttlepod 3 solarpowerChevrolet Bolt EV 2022 J-1772  Volts  Amps  Kilowatts Wouldn’t accept code or remote start(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"",6 Kilowatts,J-1772,CHARLESP2009,Tesla Model 3,"Jun 17, 2022","Jun 17, 2022check_circlecancelaccess_timeinfoCHARLESP2009 solarpowerTesla Model 3 J-1772  Volts  Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"",6 Kilowatts,J-1772,CHARLESP2009,Tesla Model 3,"Jun 3, 2022","Jun 3, 2022check_circlecancelaccess_timeinfoCHARLESP2009 solarpowerTesla Model 3 J-1772  Volts  Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"",6 Kilowatts,J-1772,CHARLESP2009,Tesla Model 3,"Apr 18, 2022","Apr 18, 2022check_circlecancelaccess_timeinfoCHARLESP2009 solarpowerTesla Model 3 J-1772  Volts  Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,qurtrina,BMW i3,"Mar 29, 2022","Mar 29, 2022check_circlecancelaccess_timeinfoqurtrina solarpowerBMW i3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,Jason,Zero SR/F,"Mar 11, 2022","Mar 11, 2022check_circlecancelaccess_timeinfoJason solarpowerZero SR/F J-1772  Volts  Amps  Kilowatts Station and EV completed handshake but relay never released and initiated charge(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"",6 Kilowatts,J-1772,CHARLESP2009,Tesla Model 3,"Mar 6, 2022","Mar 6, 2022check_circlecancelaccess_timeinfoCHARLESP2009 solarpowerTesla Model 3 J-1772  Volts  Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,Amor Dulatahu,Tesla Model 3,"Feb 16, 2022","Feb 16, 2022check_circlecancelaccess_timeinfoAmor Dulatahu solarpowerTesla Model 3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,Amor Dulatahu,Tesla Model 3,"Feb 16, 2022","Feb 16, 2022check_circlecancelaccess_timeinfoAmor Dulatahu solarpowerTesla Model 3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,Adela Corona,Nissan LEAF 2010,"Feb 1, 2022","Feb 1, 2022check_circlecancelaccess_timeinfoAdela Corona solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"",6 Kilowatts,J-1772,William Loehr,Chevrolet Bolt EV 2017,"Dec 2, 2021","Dec 2, 2021check_circlecancelaccess_timeinfoWilliam Loehr solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps 6 Kilowatts Just topping up while eating nearby.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,tmueller2018,Nissan LEAF 2019,"Oct 30, 2021","Oct 30, 2021check_circlecancelaccess_timeinfotmueller2018 solarpowerNissan LEAF 2019 J-1772  Volts  Amps  Kilowatts It was easy to find and easy to use(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,LiGi,BMW i3,"Oct 4, 2021","Oct 4, 2021check_circlecancelaccess_timeinfoLiGi solarpowerBMW i3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,LiGi,BMW i3,"Sep 29, 2021","Sep 29, 2021check_circlecancelaccess_timeinfoLiGi solarpowerBMW i3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"",6 Kilowatts,J-1772,thebrettallen84,Nissan LEAF 2010,"Sep 29, 2021","Sep 29, 2021check_circlecancelaccess_timeinfothebrettallen84 solarpowerNissan LEAF 2010 J-1772  Volts  Amps 6 Kilowatts First row past the handicap. Contrary to PlugShare, this is a 24 hour charger, confirmed with Blink rep as I was fingers crossed coasting there.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,Could Not Activate, Kilowatts,J-1772,CHARLESP2009,Tesla Model 3,"Aug 4, 2021","Aug 4, 2021check_circlecancelaccess_timeinfoCHARLESP2009 solarpowerTesla Model 3Could Not Activate J-1772  Volts  Amps  Kilowatts Brand new Blink station but still non-functional.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"",1 Kilowatts,J-1772,Orion Gresham,Ford Fusion Plug-In Hybrid 2020,"Jul 19, 2021","Jul 19, 2021check_circlecancelaccess_timeinfoOrion Gresham solarpowerFord Fusion Plug-In Hybrid 2020 J-1772  Volts  Amps 1 Kilowatts Worked fine. Just went into bookmans quick top off(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,James Gonzalez,Fiat 500e 2013,"Jul 14, 2021","Jul 14, 2021check_circlecancelaccess_timeinfoJames Gonzalez solarpowerFiat 500e 2013 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"",6 Kilowatts,J-1772,William Loehr,Chevrolet Bolt EV 2017,"Jul 2, 2021","Jul 2, 2021check_circlecancelaccess_timeinfoWilliam Loehr solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps 6 Kilowatts Getting a pick me up while eating.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,adavidw,Chrysler Pacifica Hybrid 2020,"Mar 22, 2021","Mar 22, 2021check_circlecancelaccess_timeinfoadavidw solarpowerChrysler Pacifica Hybrid 2020 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,LiGi,Fiat 500e 2013,"Feb 15, 2021","Feb 15, 2021check_circlecancelaccess_timeinfoLiGi solarpowerFiat 500e 2013 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,LiGi,Fiat 500e 2013,"Feb 4, 2021","Feb 4, 2021check_circlecancelaccess_timeinfoLiGi solarpowerFiat 500e 2013 J-1772  Volts  Amps  Kilowatts Working well. Easy to read display and touch pad worked!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,klumppster,Chevrolet Bolt EV 2017,"Jan 29, 2021","Jan 29, 2021check_circlecancelaccess_timeinfoklumppster solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps  Kilowatts Working fine. Tough to read the display fo non members.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,Matt from Tucson,BMW i3,"Dec 17, 2020","Dec 17, 2020check_circlecancelaccess_timeinfoMatt from Tucson solarpowerBMW i3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,PQuinn7047,Tesla Model 3,"Jan 31, 2020","Jan 31, 2020check_circlecancelaccess_timeinfoPQuinn7047 solarpowerTesla Model 3 J-1772  Volts  Amps  Kilowatts Used on Thursday, January 30, 2020 from 12:22pm to 1:11pm.  Worked great, the screen looks new and easy to read.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/114,"", Kilowatts,J-1772,William Loehr,Chevrolet Bolt EV 2017,"Dec 19, 2019","Dec 19, 2019check_circlecancelaccess_timeinfoWilliam Loehr solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
