urlsave,probcharg,kilowatt,connector,usernames,usercars,dates,comments
https://www.plugshare.com/location/116,"",6 Kilowatts,J-1772,Eray Dursun (MidwestEV.us),Volkswagen ID.4,"Sep 7, 2021","Sep 7, 2021check_circlecancelaccess_timeinfoEray Dursun (MidwestEV.us) solarpowerVolkswagen ID.4 J-1772  Volts  Amps 6 Kilowatts Thank you!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"",0 Kilowatts,J-1772,Chuck,Nissan LEAF 2010,"Jun 3, 2021","Jun 3, 2021check_circlecancelaccess_timeinfoChuck solarpowerNissan LEAF 2010 J-1772  Volts  Amps 0 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,J-1772,NAGANDLA SAI BASAVESWARA VENUGOPAL,Audi Q5 Plug-in Hybrid,"Apr 25, 2021","Apr 25, 2021check_circlecancelaccess_timeinfoNAGANDLA SAI BASAVESWARA VENUGOPAL solarpowerAudi Q5 Plug-in Hybrid J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"",0 Kilowatts,"",Satan,Nissan LEAF 2019,"Mar 7, 2020","Mar 7, 2020check_circlecancelaccess_timeinfoSatan solarpowerNissan LEAF 2019   Volts  Amps 0 Kilowatts Satan loves Madison!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"",0 Kilowatts,"",Satan,Nissan LEAF 2019,"Mar 4, 2020","Mar 4, 2020check_circlecancelaccess_timeinfoSatan solarpowerNissan LEAF 2019   Volts  Amps 0 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"",6 Kilowatts,"",anniec123,Nissan LEAF 2019,"Feb 29, 2020","Feb 29, 2020check_circlecancelaccess_timeinfoanniec123 solarpowerNissan LEAF 2019   Volts  Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"",6 Kilowatts,J-1772,anniec123,Nissan LEAF 2019,"Feb 29, 2020","Feb 29, 2020check_circlecancelaccess_timeinfoanniec123 solarpowerNissan LEAF 2019 J-1772  Volts  Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,"",Matt’s Blue Car,Chevrolet Bolt EV 2017,"Jan 16, 2020","Jan 16, 2020check_circlecancelaccess_timeinfoMatt’s Blue Car solarpowerChevrolet Bolt EV 2017   Volts  Amps  Kilowatts Reported to charge point(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,"",Matt’s Blue Car,Chevrolet Bolt EV 2017,"Dec 11, 2019","Dec 11, 2019check_circlecancelaccess_timeinfoMatt’s Blue Car solarpowerChevrolet Bolt EV 2017   Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,"",IRONBOLT,Chevrolet Bolt EV 2017,"Sep 9, 2019","Sep 9, 2019check_circlecancelaccess_timeinfoIRONBOLT solarpowerChevrolet Bolt EV 2017   Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"",0 Kilowatts,"",Chuck,Nissan LEAF 2010,"Jun 17, 2019","Jun 17, 2019check_circlecancelaccess_timeinfoChuck solarpowerNissan LEAF 2010   Volts  Amps 0 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,"",Tommie Starich,Nissan LEAF 2019,"May 4, 2019","May 4, 2019check_circlecancelaccess_timeinfoTommie Starich solarpowerNissan LEAF 2019   Volts  Amps  Kilowatts ICED by this dude. Silver Subaru Sedan. WI plates AEE-1453 Lots of other places available to park other than in front of a EV level 3 charger. That has a sign posted EV charging only.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,"",louisepants,Nissan LEAF 2018,"Jan 9, 2019","Jan 9, 2019check_circlecancelaccess_timeinfolouisepants solarpowerNissan LEAF 2018   Volts  Amps  Kilowatts Still charging. Used app to activate as card in Wallet in iPhone wasn’t working.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,J-1772,lonetree,Tesla Model 3,"Dec 26, 2018","Dec 26, 2018check_circlecancelaccess_timeinfolonetree solarpowerTesla Model 3 J-1772 0 Volts 30 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,Could Not Activate, Kilowatts,"",dfelix4700,Chevrolet Volt Gen2,"Dec 1, 2018","Dec 1, 2018check_circlecancelaccess_timeinfodfelix4700 solarpowerChevrolet Volt Gen2Could Not Activate  0 Volts 0 Amps  Kilowatts Not open to the public. Just empty spaces next to charging stations in an empty parking lot at MGE on a Saturday.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,J-1772,rollin coal,Nissan LEAF 2010,"Nov 13, 2018","Nov 13, 2018check_circlecancelaccess_timeinforollin coal solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,"",Channelside,BMW i3,"May 26, 2018","May 26, 2018check_circlecancelaccess_timeinfoChannelside solarpowerBMW i3   Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,"",David Hill,BMW i3,"May 1, 2018","May 1, 2018check_circlecancelaccess_timeinfoDavid Hill solarpowerBMW i3   Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,J-1772,Galen,Tesla Model S,"Jan 30, 2018","Jan 30, 2018check_circlecancelaccess_timeinfoGalen solarpowerTesla Model S J-1772  Volts  Amps  Kilowatts 48 amps. Nice(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,J-1772,Chuck,Nissan LEAF 2010,"Jul 9, 2017","Jul 9, 2017check_circlecancelaccess_timeinfoChuck solarpowerNissan LEAF 2010 J-1772 0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,J-1772,Doug's PHEV,Chevrolet Volt Gen2,"Sep 18, 2016","Sep 18, 2016check_circlecancelaccess_timeinfoDoug's PHEV solarpowerChevrolet Volt Gen2 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,J-1772,Robert,BMW i3,"Feb 25, 2016","Feb 25, 2016check_circlecancelaccess_timeinfoRobert solarpowerBMW i3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,J-1772,Robert,BMW i3,"Dec 31, 2015","Dec 31, 2015check_circlecancelaccess_timeinfoRobert solarpowerBMW i3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,J-1772,Colin,Chevrolet Volt Plug-In Hybrid 2019,"Mar 29, 2015","Mar 29, 2015check_circlecancelaccess_timeinfoColin solarpowerChevrolet Volt Plug-In Hybrid 2019 J-1772 0 Volts 0 Amps  Kilowatts Sweet juice(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,J-1772,Jeff Zep,Nissan LEAF 2010,"Mar 19, 2015","Mar 19, 2015check_circlecancelaccess_timeinfoJeff Zep solarpowerNissan LEAF 2010 J-1772 0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,J-1772,Jason,Nissan LEAF 2010,"Sep 14, 2014","Sep 14, 2014check_circlecancelaccess_timeinfoJason solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"",7 Kilowatts,J-1772,PlugSharer,"","May 19, 2014","May 19, 2014check_circlecancelaccess_timeinfoPlugSharer solarpower J-1772 240 Volts 30 Amps 7 Kilowatts Peak charging power: 30 amps, 240 volts(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,J-1772,Jason,"","Dec 22, 2013","Dec 22, 2013check_circlecancelaccess_timeinfoJason solarpower J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,J-1772,Jason,"","Nov 23, 2013","Nov 23, 2013check_circlecancelaccess_timeinfoJason solarpower J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/116,"", Kilowatts,J-1772,Jeff Zep,"","Nov 2, 2013","Nov 2, 2013check_circlecancelaccess_timeinfoJeff Zep solarpower J-1772  Volts  Amps  Kilowatts Charged here for the first time tonight. Unfortunately I had to use the 120v charger since a squatter has been plugged into the 240v charger for at least 8 hours.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
