urlsave,probcharg,kilowatt,connector,usernames,usercars,dates,comments
https://www.plugshare.com/location/115,"",0 Kilowatts,J-1772,prerunnerwannabe,Chevrolet Bolt EV 2017,"Aug 4, 2022","Aug 4, 2022check_circlecancelaccess_timeinfoprerunnerwannabe solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps 0 Kilowatts Updated to the new style of Blink charger, though for whatever reason, the retractable cable is attached really close to the charging handle, so you're going to have to park somewhat close, even though the cable itself is quite long.Aug 30, 2022Blink ResponseThank you for sharing this feedback. We are happy to see you had a great charging experience. We look forward to you using more of our chargers in the future. Download our Blink Mobile app to stay updated with all of our favorite charging locations. https://onelink.to/5kcvhw  

 

Charge on! (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"", Kilowatts,J-1772,Sean,Chevrolet Volt Plug-In Hybrid 2019,"May 7, 2022","May 7, 2022check_circlecancelaccess_timeinfoSean solarpowerChevrolet Volt Plug-In Hybrid 2019 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"",0 Kilowatts,J-1772,Alex,Mini Cooper SE 2021,"Apr 16, 2022","Apr 16, 2022check_circlecancelaccess_timeinfoAlex solarpowerMini Cooper SE 2021 J-1772  Volts  Amps 0 Kilowatts Escalade was parked in the designated spot, was able to charge from the spot next to it. Long cable on the charger.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"",7 Kilowatts,J-1772,CHARLESP2009,Tesla Model 3,"Mar 29, 2022","Mar 29, 2022check_circlecancelaccess_timeinfoCHARLESP2009 solarpowerTesla Model 3 J-1772  Volts  Amps 7 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"", Kilowatts,J-1772,Jason,Nissan LEAF 2010,"Sep 23, 2021","Sep 23, 2021check_circlecancelaccess_timeinfoJason solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"",6 Kilowatts,J-1772,Nate,Chevrolet Bolt EV 2017,"Sep 23, 2021","Sep 23, 2021check_circlecancelaccess_timeinfoNate solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps 6 Kilowatts Worked today. Had to use the app to get it started but no biggie.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"", Kilowatts,J-1772,Jason,Nissan LEAF 2010,"Sep 3, 2021","Sep 3, 2021check_circlecancelaccess_timeinfoJason solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"",6 Kilowatts,J-1772,Jason,Zero SR/F,"Aug 28, 2021","Aug 28, 2021check_circlecancelaccess_timeinfoJason solarpowerZero SR/F J-1772  Volts  Amps 6 Kilowatts Station replaced with newer unit!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"", Kilowatts,J-1772,Jason,Nissan LEAF 2010,"Jun 26, 2021","Jun 26, 2021check_circlecancelaccess_timeinfoJason solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"",0 Kilowatts,J-1772,jstackEAA,Chevrolet Spark EV,"Apr 7, 2021","Apr 7, 2021check_circlecancelaccess_timeinfojstackEAA solarpowerChevrolet Spark EV J-1772  Volts  Amps 0 Kilowatts I used a Blink card. It beeped. I used the green start button and it works good.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"",0 Kilowatts,"",cenadog,Ford Fusion Energi,"Apr 3, 2021","Apr 3, 2021check_circlecancelaccess_timeinfocenadog solarpowerFord Fusion Energi   Volts  Amps 0 Kilowatts Bolt in the spot not charging. Cable long enough to charge on either side.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,Broken Hardware, Kilowatts,J-1772,Tristen,Nissan LEAF 2018,"Mar 20, 2021","Mar 20, 2021check_circlecancelaccess_timeinfoTristen solarpowerNissan LEAF 2018Broken Hardware J-1772  Volts  Amps  Kilowatts Submitted ticket. Does not charge!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"",0 Kilowatts,"",jstackEAA,Chevrolet Spark EV,"Feb 8, 2021","Feb 8, 2021check_circlecancelaccess_timeinfojstackEAA solarpowerChevrolet Spark EV   Volts  Amps 0 Kilowatts I see a Tesla charging at bookmans now. So it must be fixed.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,Could Not Activate,0 Kilowatts,J-1772,Raven King,Other Vehicle,"Feb 1, 2021","Feb 1, 2021check_circlecancelaccess_timeinfoRaven King solarpowerOther VehicleCould Not Activate J-1772  Volts  Amps 0 Kilowatts Faulty card reader. Could not activate charger.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"", Kilowatts,J-1772,jstackEAA,Chevrolet Spark EV,"Dec 29, 2020","Dec 29, 2020check_circlecancelaccess_timeinfojstackEAA solarpowerChevrolet Spark EV J-1772  Volts  Amps  Kilowatts the plug handle is bad. It will not connect, the thumb latch won't set into the socket of the car.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,Broken Hardware,0 Kilowatts,J-1772,thetophatviking ,Nissan LEAF 2016,"Dec 28, 2020","Dec 28, 2020check_circlecancelaccess_timeinfothetophatviking  solarpowerNissan LEAF 2016Broken Hardware J-1772  Volts  Amps 0 Kilowatts Damaged connector, could not successfully plug in(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"",0 Kilowatts,J-1772,Tom Schramek,Chevrolet Spark EV,"Oct 12, 2020","Oct 12, 2020check_circlecancelaccess_timeinfoTom Schramek solarpowerChevrolet Spark EV J-1772  Volts  Amps 0 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"",0 Kilowatts,J-1772,Mike,Chevrolet Bolt EV 2017,"Aug 30, 2020","Aug 30, 2020check_circlecancelaccess_timeinfoMike solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps 0 Kilowatts Working well(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"", Kilowatts,J-1772,kristie,Ford Focus Electric,"Aug 10, 2020","Aug 10, 2020check_circlecancelaccess_timeinfokristie solarpowerFord Focus Electric J-1772  Volts  Amps  Kilowatts Charger is working and in good condition. Located directly in front of the storefront(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"", Kilowatts,J-1772,robertanglen,"","Jan 4, 2020","Jan 4, 2020check_circlecancelaccess_timeinforobertanglen solarpower J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,Broken Hardware, Kilowatts,J-1772,Shawn,Chevrolet Volt Gen2,"Dec 29, 2019","Dec 29, 2019check_circlecancelaccess_timeinfoShawn solarpowerChevrolet Volt Gen2Broken Hardware J-1772  Volts  Amps  Kilowatts Signed in, clicked a few times, but needed up slipping into ‘not charging’ mode.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"", Kilowatts,J-1772,Jim S,Chevrolet Spark EV,"Sep 21, 2019","Sep 21, 2019check_circlecancelaccess_timeinfoJim S solarpowerChevrolet Spark EV J-1772 0 Volts 0 Amps  Kilowatts Started and ran ok with my Blink card. Too expensive compared to others. Some like whole foods ate even free.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,Broken Hardware, Kilowatts,J-1772,Daniel,Tesla Model 3,"Aug 31, 2019","Aug 31, 2019check_circlecancelaccess_timeinfoDaniel solarpowerTesla Model 3Broken Hardware J-1772  Volts  Amps  Kilowatts Accepted my card, clicked a couple times and then stopped in occupied mode. Car said charging stopped.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"",6 Kilowatts,J-1772,amends,Nissan LEAF 2010,"Aug 16, 2019","Aug 16, 2019check_circlecancelaccess_timeinfoamends solarpowerNissan LEAF 2010 J-1772  Volts  Amps 6 Kilowatts Did not activate through app automatically. Had to use Code as I did not have my card. Be sure to bring your card to this location!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"",6 Kilowatts,J-1772,jstackEAA,Chevrolet Spark EV,"Jul 22, 2019","Jul 22, 2019check_circlecancelaccess_timeinfojstackEAA solarpowerChevrolet Spark EV J-1772 202 Volts 30 Amps 6 Kilowatts This blink actually puts put 6 kW . Most are only 4 or 5 kW.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"", Kilowatts,J-1772,Jason,Nissan LEAF 2010,"Jun 19, 2019","Jun 19, 2019check_circlecancelaccess_timeinfoJason solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"", Kilowatts,J-1772,Jim S,Tesla Model 3,"Aug 6, 2018","Aug 6, 2018check_circlecancelaccess_timeinfoJim S solarpowerTesla Model 3 J-1772 0 Volts 0 Amps  Kilowatts The screen is hard to read. I used my card and it beeped then. 20 sec later it starts charging. 30 Amos at 205 v.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,Broken Hardware, Kilowatts,J-1772,PlugSharer,"","Aug 2, 2018","Aug 2, 2018check_circlecancelaccess_timeinfoPlugSharer solarpowerBroken Hardware J-1772  Volts  Amps  Kilowatts Blocked by vehicle and when I got to it, the touchscreen was inoperable(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"", Kilowatts,J-1772,Nate,Chevrolet Bolt EV 2017,"Apr 15, 2018","Apr 15, 2018check_circlecancelaccess_timeinfoNate solarpowerChevrolet Bolt EV 2017 J-1772 0 Volts 0 Amps  Kilowatts Spot was iced waited 15 minutes and educated person on the law of parking there. Blink fixed the plug so it locks and works now and it was running quicker than normal.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"", Kilowatts,J-1772,Jennifer Sensiba,Nissan LEAF 2018,"Apr 12, 2018","Apr 12, 2018check_circlecancelaccess_timeinfoJennifer Sensiba solarpowerNissan LEAF 2018 J-1772 0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,Broken Hardware, Kilowatts,J-1772,Jim S,"","Feb 26, 2018","Feb 26, 2018check_circlecancelaccess_timeinfoJim S solarpowerBroken Hardware J-1772 0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,Broken Hardware, Kilowatts,J-1772,Nate,Chevrolet Bolt EV 2017,"Feb 25, 2018","Feb 25, 2018check_circlecancelaccess_timeinfoNate solarpowerChevrolet Bolt EV 2017Broken Hardware J-1772 0 Volts 0 Amps  Kilowatts Plug will not click into car and will refuse to charge.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"", Kilowatts,J-1772,MrU,Ford Fusion Energi,"Dec 22, 2017","Dec 22, 2017check_circlecancelaccess_timeinfoMrU solarpowerFord Fusion Energi J-1772 0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/115,"", Kilowatts,J-1772,MrU,Ford Fusion Energi,"Dec 22, 2017","Dec 22, 2017check_circlecancelaccess_timeinfoMrU solarpowerFord Fusion Energi J-1772 0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
