urlsave,probcharg,kilowatt,connector,usernames,usercars,dates,comments
https://www.plugshare.com/location/101,"", Kilowatts,J-1772,mjeY,Tesla Model Y,"Jul 30, 2020","Jul 30, 2020check_circlecancelaccess_timeinfomjeY solarpowerTesla Model Y J-1772  Volts  Amps  Kilowatts 30 amp charging at 20 mph. No signs other than EV Parking only. No limits. Dining room closed for now due to COVID19.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/101,"", Kilowatts,J-1772,PATRICIA,Chevrolet Bolt EV 2017,"Jan 10, 2020","Jan 10, 2020check_circlecancelaccess_timeinfoPATRICIA solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps  Kilowatts Two old chargers and neither worked.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/101,"",6 Kilowatts,J-1772,oliveash,Chevrolet Bolt EV 2017,"Oct 9, 2019","Oct 9, 2019check_circlecancelaccess_timeinfooliveash solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps 6 Kilowatts Both stations open.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/101,"",6 Kilowatts,J-1772,Sandy,Tesla Model S,"Aug 24, 2019","Aug 24, 2019check_circlecancelaccess_timeinfoSandy solarpowerTesla Model S J-1772 208 Volts 30 Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/101,"", Kilowatts,J-1772,Sandy,Tesla Model S,"Oct 9, 2018","Oct 9, 2018check_circlecancelaccess_timeinfoSandy solarpowerTesla Model S J-1772 0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/101,"", Kilowatts,J-1772,Michelle,Honda Clarity Plug-In Hybrid 2017,"Aug 20, 2018","Aug 20, 2018check_circlecancelaccess_timeinfoMichelle solarpowerHonda Clarity Plug-In Hybrid 2017 J-1772 0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/101,"", Kilowatts,J-1772,PlugSharer,"","Jul 23, 2018","Jul 23, 2018check_circlecancelaccess_timeinfoPlugSharer solarpower J-1772  Volts  Amps  Kilowatts Both chargers available, free charge.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/101,"", Kilowatts,J-1772,Mike,Tesla Model S,"Jul 7, 2018","Jul 7, 2018check_circlecancelaccess_timeinfoMike solarpowerTesla Model S J-1772 0 Volts 0 Amps  Kilowatts One station is ICEd(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/101,"",6 Kilowatts,J-1772,Sandy,Tesla Model S,"Mar 25, 2018","Mar 25, 2018check_circlecancelaccess_timeinfoSandy solarpowerTesla Model S J-1772 206 Volts 30 Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/101,"", Kilowatts,J-1772,LCTRCBLU,Chevrolet Bolt EV 2017,"Aug 7, 2017","Aug 7, 2017check_circlecancelaccess_timeinfoLCTRCBLU solarpowerChevrolet Bolt EV 2017 J-1772 0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/101,"", Kilowatts,J-1772,LCTRCBLU,Chevrolet Bolt EV 2017,"Aug 7, 2017","Aug 7, 2017check_circlecancelaccess_timeinfoLCTRCBLU solarpowerChevrolet Bolt EV 2017 J-1772 0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/101,Could Not Activate, Kilowatts,J-1772,pjason84,Tesla Model X,"Aug 6, 2017","Aug 6, 2017check_circlecancelaccess_timeinfopjason84 solarpowerTesla Model XCould Not Activate J-1772  Volts  Amps  Kilowatts We went in and asked for them to turn it on and they said it was on but one worked better than the other.  We tried both and got nothing.  We did find a J1772 adapter for a Tesla still attached in case anyone is missing one.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/101,"",6 Kilowatts,J-1772,David,Tesla Model S,"Jul 10, 2017","Jul 10, 2017check_circlecancelaccess_timeinfoDavid solarpowerTesla Model S J-1772 207 Volts 30 Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/101,"", Kilowatts,J-1772,LCTRCBLU,Chevrolet Bolt EV 2017,"Jun 12, 2017","Jun 12, 2017check_circlecancelaccess_timeinfoLCTRCBLU solarpowerChevrolet Bolt EV 2017 J-1772 0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/101,"", Kilowatts,J-1772,LCTRCBLU,Chevrolet Bolt EV 2017,"May 26, 2017","May 26, 2017check_circlecancelaccess_timeinfoLCTRCBLU solarpowerChevrolet Bolt EV 2017 J-1772 0 Volts 0 Amps  Kilowatts 30 amp.  Clipper Creek(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
