urlsave,probcharg,kilowatt,connector,usernames,usercars,dates,comments
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Ben,Chevrolet Bolt EUV 2023,"Mar 22, 2023","Mar 22, 2023check_circlecancelaccess_timeinfoBen solarpowerChevrolet Bolt EUV 2023 J-1772  Volts  Amps  Kilowatts 2 stations. Looks new.   One station was ICE’d.  To be fair, the pavement isn’t marked clearly and the sign showing that EV’s should park here is quite small.  I will write the co-op (I’m a member) and ask for better pavement markings and signage.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,Blocked By Vehicle, Kilowatts,J-1772,Alex Linn,e-Golf 2017,"Feb 10, 2023","Feb 10, 2023check_circlecancelaccess_timeinfoAlex Linn solarpowere-Golf 2017Blocked By Vehicle J-1772  Volts  Amps  Kilowatts Rarely, if ever, is there a spot here that's not blocked with a gas car. Far as I can can tell Willy Street Co-op never does anything about it. In about 8 months I've only been able to charge here once.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",6 Kilowatts,J-1772,Brandon Burkett,Tesla Model Y,"Dec 21, 2022","Dec 21, 2022check_circlecancelaccess_timeinfoBrandon Burkett solarpowerTesla Model Y J-1772  Volts  Amps 6 Kilowatts Station back online. No longer free, at the normal MGE pricing.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,SageJay,Chevrolet Bolt EV 2020,"Dec 10, 2022","Dec 10, 2022check_circlecancelaccess_timeinfoSageJay solarpowerChevrolet Bolt EV 2020 J-1772  Volts  Amps  Kilowatts The station says it is not set up. I reported a problem. Hopefully they will get it working.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,Could Not Activate,0 Kilowatts,J-1772,Brandon Burkett,Tesla Model Y,"Nov 20, 2022","Nov 20, 2022check_circlecancelaccess_timeinfoBrandon Burkett solarpowerTesla Model YCould Not Activate J-1772  Volts  Amps 0 Kilowatts Station down, stuck in installer mode. Service ticket submitted with Charge point, who says it's up to MGE to fix. Previously have been able to activate charge while stuck in this mode, but no luck today.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",6 Kilowatts,J-1772,Chinman,Chevrolet Bolt EUV 2022,"Jul 19, 2022","Jul 19, 2022check_circlecancelaccess_timeinfoChinman solarpowerChevrolet Bolt EUV 2022 J-1772  Volts  Amps 6 Kilowatts Seemed to be a free charge. Nothing charged my account!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Mal,Chevrolet Bolt EV 2017,"Jul 17, 2022","Jul 17, 2022check_circlecancelaccess_timeinfoMal solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",0 Kilowatts,J-1772,Jennifer deHart,Volkswagen ID.4,"Jun 16, 2022","Jun 16, 2022check_circlecancelaccess_timeinfoJennifer deHart solarpowerVolkswagen ID.4 J-1772  Volts  Amps 0 Kilowatts Station has an error message(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Ioniqa,Hyundai Kona Electric 2019,"Apr 20, 2022","Apr 20, 2022check_circlecancelaccess_timeinfoIoniqa solarpowerHyundai Kona Electric 2019 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",6 Kilowatts,J-1772,Mayank Kulshrestha,Tesla Model 3,"Dec 10, 2021","Dec 10, 2021check_circlecancelaccess_timeinfoMayank Kulshrestha solarpowerTesla Model 3 J-1772  Volts  Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,Blocked By Vehicle, Kilowatts,J-1772,wils,Tesla Model Y,"Dec 9, 2021","Dec 9, 2021check_circlecancelaccess_timeinfowils solarpowerTesla Model YBlocked By Vehicle J-1772  Volts  Amps  Kilowatts We came here multiple times and both stations have been always ICE’d. Some people can’t read, are to ignorant or don’t care.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Ganymede,Tesla Model X,"Jul 18, 2021","Jul 18, 2021check_circlecancelaccess_timeinfoGanymede solarpowerTesla Model X J-1772  Volts  Amps  Kilowatts Nice place to charge while shopping(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",6 Kilowatts,J-1772,Kevin,Tesla Model 3,"Jul 8, 2021","Jul 8, 2021check_circlecancelaccess_timeinfoKevin solarpowerTesla Model 3 J-1772  Volts  Amps 6 Kilowatts 9 am Wednesday. Both spots open. Easy charge.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",6 Kilowatts,J-1772,drector,Tesla Model 3,"Jun 14, 2021","Jun 14, 2021check_circlecancelaccess_timeinfodrector solarpowerTesla Model 3 J-1772  Volts  Amps 6 Kilowatts This is a confirmed 24 charging site. Had no problem charging through early morning hours.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Speedo,Chevrolet Bolt EV 2017,"Dec 13, 2020","Dec 13, 2020check_circlecancelaccess_timeinfoSpeedo solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",0 Kilowatts,J-1772,Spanyrd,Nissan LEAF 2010,"Nov 21, 2020","Nov 21, 2020check_circlecancelaccess_timeinfoSpanyrd solarpowerNissan LEAF 2010 J-1772  Volts  Amps 0 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",0 Kilowatts,J-1772,madtownliz,BMW i3,"Nov 7, 2020","Nov 7, 2020check_circlecancelaccess_timeinfomadtownliz solarpowerBMW i3 J-1772  Volts  Amps 0 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",7 Kilowatts,J-1772,The Ubiquitous Electric Bill,Chevrolet Bolt EV 2017,"Sep 28, 2019","Sep 28, 2019check_circlecancelaccess_timeinfoThe Ubiquitous Electric Bill solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps 7 Kilowatts I was ICEd out, but was able to charge using my J1772 extension cord from QuickChargepower; thanks Tony.  Be advised, this parking lot allows ICEing per the sign, if all other spots are full...(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",7 Kilowatts,J-1772,Whomp,Tesla Model 3,"Sep 21, 2019","Sep 21, 2019check_circlecancelaccess_timeinfoWhomp solarpowerTesla Model 3 J-1772  Volts  Amps 7 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,Blocked By Vehicle, Kilowatts,J-1772,Marek,Nissan LEAF 2018,"Jun 10, 2019","Jun 10, 2019check_circlecancelaccess_timeinfoMarek solarpowerNissan LEAF 2018Blocked By Vehicle J-1772 0 Volts 0 Amps  Kilowatts Both chargers ICEd when entering store, and iced by another set of cars when exiting - seems to be a very challenging charger to use(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Robert,Chevrolet Volt Gen2,"Apr 15, 2018","Apr 15, 2018check_circlecancelaccess_timeinfoRobert solarpowerChevrolet Volt Gen2 J-1772  Volts  Amps  Kilowatts Almost NEVER available due to ICEd. Have complained to the co-op to no avail.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,Blocked By Vehicle, Kilowatts,J-1772,Guil,BMW i3,"Dec 27, 2017","Dec 27, 2017check_circlecancelaccess_timeinfoGuil solarpowerBMW i3Blocked By Vehicle J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Jim,Other Vehicle,"Dec 6, 2017","Dec 6, 2017check_circlecancelaccess_timeinfoJim solarpowerOther Vehicle J-1772 0 Volts 0 Amps  Kilowatts 2 dollars per hour on Charge Point account. One of the two spots was ICEd briefly when we arrived but is free now.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Chris,Chevrolet Volt Plug-In Hybrid 2019,"Sep 10, 2017","Sep 10, 2017check_circlecancelaccess_timeinfoChris solarpowerChevrolet Volt Plug-In Hybrid 2019 J-1772 0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,"",Colin,Chevrolet Volt Plug-In Hybrid 2019,"Dec 4, 2015","Dec 4, 2015check_circlecancelaccess_timeinfoColin solarpowerChevrolet Volt Plug-In Hybrid 2019  0 Volts 0 Amps  Kilowatts Was Iced as I pulled in then I asked the person that iced me to move and she got upset. 
the parking lot is Too small(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,"",Colin,Chevrolet Volt Plug-In Hybrid 2019,"Dec 4, 2015","Dec 4, 2015check_circlecancelaccess_timeinfoColin solarpowerChevrolet Volt Plug-In Hybrid 2019  0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Rufus T,Nissan LEAF 2010,"Aug 15, 2015","Aug 15, 2015check_circlecancelaccess_timeinfoRufus T solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts No longer ICE'd. :)(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Rufus T,Nissan LEAF 2010,"Aug 15, 2015","Aug 15, 2015check_circlecancelaccess_timeinfoRufus T solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts ICE'd  :((edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Colin,Chevrolet Volt Plug-In Hybrid 2019,"Mar 28, 2015","Mar 28, 2015check_circlecancelaccess_timeinfoColin solarpowerChevrolet Volt Plug-In Hybrid 2019 J-1772 0 Volts 0 Amps  Kilowatts every other charging stations  (Hy-Vee, health club, were either being used or iced)(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Lee,Ford Focus Electric,"Mar 14, 2015","Mar 14, 2015check_circlecancelaccess_timeinfoLee solarpowerFord Focus Electric J-1772  Volts  Amps  Kilowatts I tried both ports, both of them said there's a charge fault and it did not work.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Lee,Ford Focus Electric,"Mar 14, 2015","Mar 14, 2015check_circlecancelaccess_timeinfoLee solarpowerFord Focus Electric J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Maryam,Nissan LEAF 2010,"Sep 30, 2014","Sep 30, 2014check_circlecancelaccess_timeinfoMaryam solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Maryam,Nissan LEAF 2010,"Sep 20, 2014","Sep 20, 2014check_circlecancelaccess_timeinfoMaryam solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Lee,Ford Focus Electric,"Jul 16, 2014","Jul 16, 2014check_circlecancelaccess_timeinfoLee solarpowerFord Focus Electric J-1772  Volts  Amps  Kilowatts Construction going on so it's a little hectic. The store is awesome!!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"",7 Kilowatts,J-1772,PlugSharer,"","May 19, 2014","May 19, 2014check_circlecancelaccess_timeinfoPlugSharer solarpower J-1772 240 Volts 30 Amps 7 Kilowatts Peak charging power: 30 amps, 240 volts(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
https://www.plugshare.com/location/117,"", Kilowatts,J-1772,Jeff Zep,"","Sep 14, 2013","Sep 14, 2013check_circlecancelaccess_timeinfoJeff Zep solarpower J-1772  Volts  Amps  Kilowatts Used this charger (Level 2) for the first time last weekend. It's in Willy Street's parking lot (west side by main entrance). Please consider patronizing the store - it's awesome!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful"
